Project#,imaged,Morphospecies#,MorphospeciesName,phylum,subphylum,superclass,class,subclass,infraclass,subterclass,superorder,order,suborder,infraorder,parvorder,Zoosection,Zoosubsection,superfamily,epifamily,family,subfamily,supertribe,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,scientificName,sex,identifiedBy,identificationRemarks,establismentMeans ,basisOfRecord,institutionID,datasetID,catalogNumber,institutionCode,collectionCode,individualCount,lifeStage,preparations,occurrenceRemarks,recordedBy,associatedMedia,associatedTaxa,associatedReferences,associatedSequences,eventID,parentEventID,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,eventTime,year,month,day,habitat,fieldNumber,fieldNotes,eventRemarks,locationID,islandGroup,island,country,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,minimumElevationInMeters,maximumElevationInMeters,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,
SBBG-PIRU_0064,n,SBBG-PIRU_0006,Mordellistenini,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Tenebrionoidea,,Mordellidae,Mordellinae,,Mordellistenini,,,,,,,,Jose M. Flores,to morphospecies SBBG-PIRU_0006,,,,SBBG-PIRU_,0064,,,1,adult,80% EtOH,,José M. Flores & Neda Brehm ,,,,,Z3-NET,,beat net,30,beats,30 beats,11:00-13:30,2022,5,20,,Z3-NET,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants), plots in which native plants were planted and reference plots with intact native chaparral habitat. This was a reference plot. References plots were dominated by Malacothamnus fasciculatus, Salvia leucophylla, and Artemesia californica.",Z3,,,United States,California,Ventura,Piru,Lake Piru,,422 m,EGM96,,,34.49761963,-118.7579346,34.49761963,-118.7579346,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0065,n,SBBG-PIRU_0008,Stenopodius,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Chrysomeloidea,,Chrysomelidae,Cassidinae,,Chalepini,,Stenopodius,,,,,,Jose M. Flores,to morphospecies SBBG-PIRU_0008,,,,SBBG-PIRU_,0065,,,4,adult,80% EtOH,,José M. Flores & Neda Brehm ,,,,,Z3-NET,,beat net,30,beats,30 beats,11:00-13:30,2022,5,20,,Z3-NET,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants), plots in which native plants were planted and reference plots with intact native chaparral habitat. This was a reference plot. References plots were dominated by Malacothamnus fasciculatus, Salvia leucophylla, and Artemesia californica.",Z3,,,United States,California,Ventura,Piru,Lake Piru,,422 m,EGM96,,,34.49761963,-118.7579346,34.49761963,-118.7579346,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0066,n,SBBG-PIRU_0001,Hippodamia convergens,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Coccinelloidea,,Coccinellidae,Coccinellinae,,Coccinellini,,Hippodamia,,convergens,,,,Jose M. Flores,to morphospecies SBBG-PIRU_0001,,,,SBBG-PIRU_,0066,,,1,adult,80% EtOH,,José M. Flores & Neda Brehm ,,,,,Z5-NET,,beat net,30,beats,30 beats,11:00-13:30,2022,5,20,,Z5-NET,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants), plots in which native plants were planted and reference plots with intact native chaparral habitat. This was a reference plot. References plots were dominated by Malacothamnus fasciculatus, Salvia leucophylla, and Artemesia californica.",Z5,,,United States,California,Ventura,Piru,Lake Piru,,426 m,EGM96,,,34.49764633,-118.7585449,34.49764633,-118.7585449,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0067,n,SBBG-PIRU_0005,Curculionidae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Curculionoidea,,Curculionidae,,,,,,,,,,,Jose M. Flores,to morphospecies SBBG-PIRU_0005,,,,SBBG-PIRU_,0067,,,1,adult,80% EtOH,,José M. Flores & Neda Brehm ,,,,,Z5-NET,,beat net,30,beats,30 beats,11:00-13:30,2022,5,20,,Z5-NET,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants), plots in which native plants were planted and reference plots with intact native chaparral habitat. This was a reference plot. References plots were dominated by Malacothamnus fasciculatus, Salvia leucophylla, and Artemesia californica.",Z5,,,United States,California,Ventura,Piru,Lake Piru,,426 m,EGM96,,,34.49764633,-118.7585449,34.49764633,-118.7585449,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0068,n,,Dasytinae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0068,,,1,adult,80% EtOH,,José M. Flores & Neda Brehm ,,,,,Z5-NET,,beat net,30,beats,30 beats,11:00-13:30,2022,5,20,,Z5-NET,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants), plots in which native plants were planted and reference plots with intact native chaparral habitat. This was a reference plot. References plots were dominated by Malacothamnus fasciculatus, Salvia leucophylla, and Artemesia californica.",Z5,,,United States,California,Ventura,Piru,Lake Piru,,426 m,EGM96,,,34.49764633,-118.7585449,34.49764633,-118.7585449,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0069,n,,Dasytinae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0069,,,1,adult,80% EtOH,,José M. Flores & Neda Brehm ,,,,,Z5-NET,,beat net,30,beats,30 beats,11:00-13:30,2022,5,20,,Z5-NET,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants), plots in which native plants were planted and reference plots with intact native chaparral habitat. This was a reference plot. References plots were dominated by Malacothamnus fasciculatus, Salvia leucophylla, and Artemesia californica.",Z5,,,United States,California,Ventura,Piru,Lake Piru,,426 m,EGM96,,,34.49764633,-118.7585449,34.49764633,-118.7585449,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0070,n,,Dasytinae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0070,,,1,adult,80% EtOH,,José M. Flores & Neda Brehm ,,,,,Z5-NET,,beat net,30,beats,30 beats,11:00-13:30,2022,5,20,,Z5-NET,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants), plots in which native plants were planted and reference plots with intact native chaparral habitat. This was a reference plot. References plots were dominated by Malacothamnus fasciculatus, Salvia leucophylla, and Artemesia californica.",Z5,,,United States,California,Ventura,Piru,Lake Piru,,426 m,EGM96,,,34.49764633,-118.7585449,34.49764633,-118.7585449,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0071,n,,Dasytinae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0071,,,2,adult,80% EtOH,,José M. Flores & Neda Brehm ,,,,,Z4-NET,,beat net,30,beats,30 beats,11:00-13:30,2022,5,20,,Z4-NET,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants), plots in which native plants were planted and reference plots with intact native chaparral habitat. This was a reference plot. References plots were dominated by Malacothamnus fasciculatus, Salvia leucophylla, and Artemesia californica.",Z4,,,United States,California,Ventura,Piru,Lake Piru,,425 m,EGM96,,,34.49769592,-118.7583084,34.49769592,-118.7583084,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0072,n,SBBG-PIRU_0008,Stenopodius,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Chrysomeloidea,,Chrysomelidae,Cassidinae,,Chalepini,,Stenopodius,,,,,,Jose M. Flores,to morphospecies SBBG-PIRU_0008,,,,SBBG-PIRU_,0072,,,5,adult,80% EtOH,,José M. Flores & Neda Brehm ,,,,,Z4-NET,,beat net,30,beats,30 beats,11:00-13:30,2022,5,20,,Z4-NET,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants), plots in which native plants were planted and reference plots with intact native chaparral habitat. This was a reference plot. References plots were dominated by Malacothamnus fasciculatus, Salvia leucophylla, and Artemesia californica.",Z4,,,United States,California,Ventura,Piru,Lake Piru,,425 m,EGM96,,,34.49769592,-118.7583084,34.49769592,-118.7583084,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0073,n,,Dasytinae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0073,,,8,adult,80% EtOH,,"Kylie J. Etter, Sarah J. Cusser, & Madison Hall",,,,,C7-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,C7-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C7,,,United States,California,Ventura,Piru,Lake Piru,,464 m,EGM96,,,34.4977951,-118.7607422,34.4977951,-118.7607422,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0074,n,,Dasytinae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0074,,,1,adult,80% EtOH,,"Kylie J. Etter, Sarah J. Cusser, & Madison Hall",,,,,C7-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,C7-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C7,,,United States,California,Ventura,Piru,Lake Piru,,464 m,EGM96,,,34.4977951,-118.7607422,34.4977951,-118.7607422,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0075,n,SBBG-PIRU_0002,Coccinella septempuncta,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Coccinelloidea,,Coccinellidae,Coccinellinae,,Coccinellini,,Coccinella,,septempuncta,,,,Jose M. Flores,to morphospecies SBBG-PIRU_0002,,,,SBBG-PIRU_,0075,,,1,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,,,,,R18-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,R18-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a restoration plot, and 18 different species of native plants were planted in rows in March 2022.",R18,,,United States,California,Ventura,Piru,Lake Piru,,446 m,EGM96,,,34.49809265,-118.7588654,34.49809265,-118.7588654,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0076,y,SBBG-PIRU_0076,Eumolpinae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Chrysomeloidea,,Chrysomelidae,Eumolpinae,,,,,,,,,,Jose M. Flores,to Eumolpinae,,,,SBBG-PIRU_,0076,,,1,adult,pinned,,José M. Flores & Neda Brehm ,https://www.inaturalist.org/observations/150446648,,,,Z2-NET,,beat net,30,beats,30 beats,11:00-13:30,2022,5,20,,Z2-NET,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants), plots in which native plants were planted and reference plots with intact native chaparral habitat. This was a reference plot. References plots were dominated by Malacothamnus fasciculatus, Salvia leucophylla, and Artemesia californica.",Z2,,,United States,California,Ventura,Piru,Lake Piru,,421 m,EGM96,,,34.49745941,-118.7577286,34.49745941,-118.7577286,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0077,n,SBBG-PIRU_0063,Curculionoidea,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Curculionoidea,,,,,,,,,,,,,Jose M. Flores,to morphospecies SBBG-PIRU_0063,,,,SBBG-PIRU_,0077,,,1,adult,80% EtOH,,José M. Flores & Neda Brehm ,,,,,Z2-NET,,beat net,30,beats,30 beats,11:00-13:30,2022,5,20,,Z2-NET,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants), plots in which native plants were planted and reference plots with intact native chaparral habitat. This was a reference plot. References plots were dominated by Malacothamnus fasciculatus, Salvia leucophylla, and Artemesia californica.",Z2,,,United States,California,Ventura,Piru,Lake Piru,,421 m,EGM96,,,34.49745941,-118.7577286,34.49745941,-118.7577286,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0078,n,SBBG-PIRU_0008,Stenopodius,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Chrysomeloidea,,Chrysomelidae,Cassidinae,,Chalepini,,Stenopodius,,,,,,Jose M. Flores,to morphospecies SBBG-PIRU_0008,,,,SBBG-PIRU_,0078,,,3,adult,80% EtOH,,José M. Flores & Neda Brehm ,,,,,Z2-NET,,beat net,30,beats,30 beats,11:00-13:30,2022,5,20,,Z2-NET,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants), plots in which native plants were planted and reference plots with intact native chaparral habitat. This was a reference plot. References plots were dominated by Malacothamnus fasciculatus, Salvia leucophylla, and Artemesia californica.",Z2,,,United States,California,Ventura,Piru,Lake Piru,,421 m,EGM96,,,34.49745941,-118.7577286,34.49745941,-118.7577286,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0079,n,,Dasytinae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0079,,,6,adult,80% EtOH,,José M. Flores & Neda Brehm ,,,,,Z2-NET,,beat net,30,beats,30 beats,11:00-13:30,2022,5,20,,Z2-NET,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants), plots in which native plants were planted and reference plots with intact native chaparral habitat. This was a reference plot. References plots were dominated by Malacothamnus fasciculatus, Salvia leucophylla, and Artemesia californica.",Z2,,,United States,California,Ventura,Piru,Lake Piru,,421 m,EGM96,,,34.49745941,-118.7577286,34.49745941,-118.7577286,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0080,n,SBBG-PIRU_0002,Coccinella septempuncta,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Coccinelloidea,,Coccinellidae,Coccinellinae,,Coccinellini,,Coccinella,,septempuncta,,,,Jose M. Flores,to morphospecies SBBG-PIRU_0002,,,,SBBG-PIRU_,0080,,,1,adult,80% EtOH,,José M. Flores & Neda Brehm ,,,,,Z7-NET,,beat net,30,beats,30 beats,11:00-13:30,2022,5,20,,Z7-NET,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants), plots in which native plants were planted and reference plots with intact native chaparral habitat. This was a reference plot. References plots were dominated by Malacothamnus fasciculatus, Salvia leucophylla, and Artemesia californica.",Z7,,,United States,California,Ventura,Piru,Lake Piru,,419 m,EGM96,,,34.49736404,-118.7586136,34.49736404,-118.7586136,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0081,n,SBBG-PIRU_0008,Stenopodius,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Chrysomeloidea,,Chrysomelidae,Cassidinae,,Chalepini,,Stenopodius,,,,,,Jose M. Flores,to morphospecies SBBG-PIRU_0008,,,,SBBG-PIRU_,0081,,,2,adult,80% EtOH,,José M. Flores & Neda Brehm ,,,,,Z7-NET,,beat net,30,beats,30 beats,11:00-13:30,2022,5,20,,Z7-NET,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants), plots in which native plants were planted and reference plots with intact native chaparral habitat. This was a reference plot. References plots were dominated by Malacothamnus fasciculatus, Salvia leucophylla, and Artemesia californica.",Z7,,,United States,California,Ventura,Piru,Lake Piru,,419 m,EGM96,,,34.49736404,-118.7586136,34.49736404,-118.7586136,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0082,n,,Dasytinae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0082,,,1,adult,80% EtOH,,José M. Flores & Neda Brehm ,,,,,Z7-NET,,beat net,30,beats,30 beats,11:00-13:30,2022,5,20,,Z7-NET,,"A pitfall trap was left out for 24 hours, there were 2 pitfall traps in the 4x4m plot placed about 2 feet apart. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants), plots in which native plants were planted and reference plots with intact native chaparral habitat. This was a reference plot. References plots were dominated by Malacothamnus fasciculatus, Salvia leucophylla, and Artemesia californica.",Z7,,,United States,California,Ventura,Piru,Lake Piru,,419 m,EGM96,,,34.49736404,-118.7586136,34.49736404,-118.7586136,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0083,n,,Dasytinae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0083,,,12,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,,,,,C17-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,C17-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C17,,,United States,California,Ventura,Piru,Lake Piru,,446 m,EGM96,,,34.49807739,-118.7589645,34.49807739,-118.7589645,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0084,n,SBBG-PIRU_0037,Galerucinae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Chrysomeloidea,,Chrysomelidae,Galerucinae,,,,,,,,,,Jose M. Flores,to morphospecies SBBG-PIRU_0037,,,,SBBG-PIRU_,0084,,,1,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,,,,,C6-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,C6-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C6,,,United States,California,Ventura,Piru,Lake Piru,,463 m,EGM96,,,34.49766159,-118.7609558,34.49766159,-118.7609558,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0085,n,,Dasytinae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0085,,,3,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,,,,,C6-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,C6-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C6,,,United States,California,Ventura,Piru,Lake Piru,,463 m,EGM96,,,34.49766159,-118.7609558,34.49766159,-118.7609558,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0086,n,,Dasytinae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0086,,,1,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,,,,,C6-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,C6-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C6,,,United States,California,Ventura,Piru,Lake Piru,,463 m,EGM96,,,34.49766159,-118.7609558,34.49766159,-118.7609558,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0087,n,,Dasytinae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0087,,,1,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,,,,,C6-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,C6-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C6,,,United States,California,Ventura,Piru,Lake Piru,,463 m,EGM96,,,34.49766159,-118.7609558,34.49766159,-118.7609558,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0088,n,,Dasytinae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0088,,,6,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,,,,,C3-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,C3-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C3,,,United States,California,Ventura,Piru,Lake Piru,,473 m,EGM96,,,34.49755096,-118.7614517,34.49755096,-118.7614517,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
SBBG-PIRU_0089,n,,Dasytinae,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Cleroidea,,Melyridae,Dasytinae,,,,,,,,,,Jose M. Flores,,,,,SBBG-PIRU_,0089,,,1,adult,80% EtOH,,Kylie J. Etter & Sarah J. Cusser,,,,,C3-NET,,sweep net,30,sweeps,30 sweeps,11:00-13:30,2022,5,20,,C3-NET,,"A total of 30 sweeps were conducted to cover the whole plot. This collection was a part of an experiment to compare the insect communites on unmanipulated control plots (mostly covered by non-native mustard plants) and plots in which native plants were planted. This was a control plot, and no native plants were added.",C3,,,United States,California,Ventura,Piru,Lake Piru,,473 m,EGM96,,,34.49755096,-118.7614517,34.49755096,-118.7614517,WGS84,,,,Coordinates were recorded in the field with a Bad Elf. Elevation was obtained in Google Earth using the decimal coordinates.,Google Earth,,
